   2.5100000000000002e+00	   6.4983801790985396e-05	   1.0000000000000000e+00	
   2.5200000000000000e+00	   6.6183674841124862e-05	   1.0000000000000000e+00	
   2.5300000000000002e+00	   6.7002795955506400e-05	   1.0000000000000000e+00	
   2.5400000000000000e+00	   6.7592237785296660e-05	   1.0000000000000000e+00	
   2.5499999999999998e+00	   6.7437713165419133e-05	   1.0000000000000000e+00	
   2.5600000000000001e+00	   6.6845455775399465e-05	   1.0000000000000000e+00	
   2.5699999999999998e+00	   6.6072821672591431e-05	   1.0000000000000000e+00	
   2.5800000000000001e+00	   6.4823742357500436e-05	   1.0000000000000000e+00	
   2.5899999999999999e+00	   6.3136557436949126e-05	   1.0000000000000000e+00	
   2.6000000000000001e+00	   6.1055385151331798e-05	   1.0000000000000000e+00	
   2.6099999999999999e+00	   5.8628913873537414e-05	   1.0000000000000000e+00	
   2.6200000000000001e+00	   5.6164098198863144e-05	   1.0000000000000000e+00	
   2.6299999999999999e+00	   5.3321092909230927e-05	   1.0000000000000000e+00	
   2.6400000000000001e+00	   5.0139811214600094e-05	   1.0000000000000000e+00	
   2.6499999999999999e+00	   4.7119858639810275e-05	   1.0000000000000000e+00	
   2.6600000000000001e+00	   4.3936737960548200e-05	   1.0000000000000000e+00	
   2.6699999999999999e+00	   4.0646327365112533e-05	   1.0000000000000000e+00	
   2.6800000000000002e+00	   4.1125355936699748e-05	   1.0000000000000000e+00	
   2.6899999999999999e+00	   4.3351153926840524e-05	   1.0000000000000000e+00	
   2.7000000000000002e+00	   4.6058360105405427e-05	   1.0000000000000000e+00	
   2.7100000000000000e+00	   4.8988532489913084e-05	   1.0000000000000000e+00	
   2.7200000000000002e+00	   5.1322896981842447e-05	   1.0000000000000000e+00	
   2.7300000000000000e+00	   5.3052669417574805e-05	   1.0000000000000000e+00	
   2.7400000000000002e+00	   5.4179226209649656e-05	   1.0000000000000000e+00	
   2.7500000000000000e+00	   5.4713698182329296e-05	   1.0000000000000000e+00	
   2.7600000000000002e+00	   5.6221844816572997e-05	   1.0000000000000000e+00	
   2.7700000000000000e+00	   5.7082120846096984e-05	   1.0000000000000000e+00	
   2.7800000000000002e+00	   5.7312654831331855e-05	   1.0000000000000000e+00	
   2.7900000000000000e+00	   5.6940898452761957e-05	   1.0000000000000000e+00	
   2.8000000000000003e+00	   5.6002743865191107e-05	   1.0000000000000000e+00	
   2.8100000000000001e+00	   5.5118339600479516e-05	   1.0000000000000000e+00	
   2.8199999999999998e+00	   5.4395634359938327e-05	   1.0000000000000000e+00	
   2.8300000000000001e+00	   5.3123140359989662e-05	   1.0000000000000000e+00	
   2.8399999999999999e+00	   5.1346964029308495e-05	   1.0000000000000000e+00	
   2.8500000000000001e+00	   4.9118728393970912e-05	   1.0000000000000000e+00	
   2.8599999999999999e+00	   4.6314083496312719e-05	   2.0000000000000000e+00	
   2.8700000000000001e+00	   4.3709230145294597e-05	   2.0000000000000000e+00	
   2.8799999999999999e+00	   4.0856707380854118e-05	   2.0000000000000000e+00	
   2.8900000000000001e+00	   3.7740159193999645e-05	   2.0000000000000000e+00	
   2.8999999999999999e+00	   3.4412519720028456e-05	   2.0000000000000000e+00	
   2.9100000000000001e+00	   3.0925693773831142e-05	   2.0000000000000000e+00	
   2.9199999999999999e+00	   2.7438008789237855e-05	   2.0000000000000000e+00	
   2.9300000000000002e+00	   2.4044789750155005e-05	   2.0000000000000000e+00	
   2.9399999999999999e+00	   2.0549416321458125e-05	   2.0000000000000000e+00	
   2.9500000000000002e+00	   1.7000583365289756e-05	   2.0000000000000000e+00	
   2.9600000000000000e+00	   1.3444940687890039e-05	   2.0000000000000000e+00	
   2.9700000000000002e+00	   9.9267965043559059e-06	   2.0000000000000000e+00	
   2.9800000000000000e+00	   6.5439231027308864e-06	   2.0000000000000000e+00	
   2.9900000000000002e+00	   3.2296827219280289e-06	   2.0000000000000000e+00	
   3.0000000000000000e+00	   2.2204460492503131e-16	   1.0000000000000000e+00	
