   5.0000000000000000e-01	   4.5000000000000021e+01	   1.0000000000000000e+00	
   5.1000000000000001e-01	   4.5424377560731259e+01	   1.0000000000000000e+00	
   5.2000000000000002e-01	   4.5796580879222589e+01	   1.0000000000000000e+00	
   5.3000000000000003e-01	   4.6115687741862416e+01	   1.0000000000000000e+00	
   5.4000000000000004e-01	   4.6381335369106530e+01	   1.0000000000000000e+00	
   5.5000000000000004e-01	   4.6593635922370368e+01	   1.0000000000000000e+00	
   5.6000000000000005e-01	   4.9671951121249826e+01	   1.0000000000000000e+00	
   5.7000000000000006e-01	   4.9862867986837500e+01	   1.0000000000000000e+00	
   5.7999999999999996e-01	   5.0005469557384558e+01	   1.0000000000000000e+00	
   5.8999999999999997e-01	   5.0099465936862941e+01	   1.0000000000000000e+00	
   5.9999999999999998e-01	   5.0144982914937110e+01	   1.0000000000000000e+00	
   6.0999999999999999e-01	   5.0142514040428097e+01	   1.0000000000000000e+00	
   6.2000000000000000e-01	   5.3239174046272424e+01	   1.0000000000000000e+00	
   6.3000000000000000e-01	   5.3204290167946020e+01	   1.0000000000000000e+00	
   6.4000000000000001e-01	   5.3125963251179186e+01	   1.0000000000000000e+00	
   6.5000000000000002e-01	   5.3004666372667359e+01	   1.0000000000000000e+00	
   6.6000000000000003e-01	   5.2841212022007788e+01	   1.0000000000000000e+00	
   6.7000000000000004e-01	   5.5893592410741583e+01	   1.0000000000000000e+00	
   6.7999999999999994e-01	   5.5691121088327904e+01	   1.0000000000000000e+00	
   6.8999999999999995e-01	   5.5451846970700991e+01	   1.0000000000000000e+00	
   6.9999999999999996e-01	   5.5176752167540798e+01	   1.0000000000000000e+00	
   7.0999999999999996e-01	   5.4867105797576301e+01	   1.0000000000000000e+00	
   7.1999999999999997e-01	   5.4524431566217480e+01	   1.0000000000000000e+00	
   7.2999999999999998e-01	   5.7514175545050819e+01	   1.0000000000000000e+00	
   7.3999999999999999e-01	   5.7138837909527972e+01	   1.0000000000000000e+00	
   7.5000000000000000e-01	   5.6736513491950660e+01	   1.0000000000000000e+00	
   7.6000000000000001e-01	   5.6308802497000428e+01	   1.0000000000000000e+00	
   7.7000000000000002e-01	   5.5857469549490958e+01	   1.0000000000000000e+00	
   7.8000000000000003e-01	   5.8788634847390909e+01	   1.0000000000000000e+00	
   7.9000000000000004e-01	   5.8312182122897262e+01	   1.0000000000000000e+00	
   8.0000000000000004e-01	   5.7818142113613810e+01	   1.0000000000000000e+00	
   8.1000000000000005e-01	   5.7308119707084188e+01	   1.0000000000000000e+00	
   8.2000000000000006e-01	   5.6783784529223894e+01	   1.0000000000000000e+00	
   8.3000000000000007e-01	   5.6246844395572957e+01	   1.0000000000000000e+00	
   8.4000000000000008e-01	   5.9128133588587353e+01	   1.0000000000000000e+00	
   8.5000000000000009e-01	   5.8578197701612083e+01	   1.0000000000000000e+00	
   8.5999999999999999e-01	   5.8020210459174891e+01	   1.0000000000000000e+00	
   8.7000000000000000e-01	   5.7455447972301002e+01	   1.0000000000000000e+00	
   8.8000000000000000e-01	   5.6885166632074245e+01	   1.0000000000000000e+00	
   8.9000000000000001e-01	   5.9729076352968015e+01	   1.0000000000000000e+00	
   9.0000000000000002e-01	   5.9151005623595971e+01	   1.0000000000000000e+00	
   9.1000000000000003e-01	   5.8570195651752577e+01	   1.0000000000000000e+00	
   9.1999999999999993e-01	   5.7987413122799452e+01	   1.0000000000000000e+00	
   9.2999999999999994e-01	   5.7403390852600339e+01	   1.0000000000000000e+00	
   9.3999999999999995e-01	   5.6818823157779022e+01	   1.0000000000000000e+00	
   9.4999999999999996e-01	   5.9617922388969994e+01	   1.0000000000000000e+00	
