   5.1000000000000001e-01	   7.0528562480713699e+00	   7.0645076545477918e+00	   7.0749849587408624e+00	   7.1537351141077483e+00	   7.1970305287633654e+00	   7.2343894225564451e+00	   7.2672574059293993e+00	   7.2963964398428747e+00	
   5.2000000000000002e-01	   7.0366694518622452e+00	   7.0595128880208780e+00	   7.0798085201205314e+00	   7.0992683837455468e+00	   7.1184327966756138e+00	   3.2808798705727678e+00	   3.4198409110612484e+00	   3.4608246106367675e+00	
   5.3000000000000003e-01	   7.4155440386152560e-01	   7.0535532784351460e+00	   7.0828329077030725e+00	   7.1105492121701772e+00	   7.1374248422573725e+00	   3.3396772607101997e+00	   3.3764490962757718e+00	   3.4125013227270378e+00	
   5.4000000000000004e-01	   7.4712796928121461e-01	   7.0465930187718229e+00	   7.0839328506073169e+00	   7.1187203251269597e+00	   7.1518242433677770e+00	   7.1822571103230768e+00	   3.4348411160293248e+00	   3.4777600124307764e+00	
   5.5000000000000004e-01	   7.5286401555871796e-01	   7.0386225373954199e+00	   7.0830666383143148e+00	   7.1237317517907117e+00	   7.1616405887701182e+00	   7.1957399708553691e+00	   7.2269959717306698e+00	   3.5308507228622603e+00	
   5.6000000000000005e-01	   7.4919774632642633e-01	   7.6539355628149530e-01	   7.0802582316765434e+00	   7.1256748036943609e+00	   7.1671264919478981e+00	   7.2036210718465137e+00	   7.2363864011567962e+00	   7.2660067179902459e+00	
   5.7000000000000006e-01	   7.3265666658367379e-01	   7.5912459216548833e-01	   7.0755792520528082e+00	   7.1247318254430692e+00	   7.1686657011688419e+00	   7.2065674158090980e+00	   7.2399604250838525e+00	   7.2696319112510590e+00	
   5.7999999999999996e-01	   7.1595333410391970e-01	   7.5213339544434610e-01	   7.8594766382312931e-01	   8.3794975709250030e-01	   8.8369579230223305e-01	   3.3231246503806173e+00	   3.3581575489156070e+00	   3.3926467442621737e+00	
   5.8999999999999997e-01	   7.1402225111985063e-01	   7.4955616945431425e-01	   7.8186318076594752e-01	   8.3296454339593318e-01	   8.7845327117354710e-01	   3.2649070410653329e+00	   3.2897037523663961e+00	   3.3144842912409662e+00	
   5.9999999999999998e-01	   7.2013997828764209e-01	   7.4976348542731908e-01	   7.7870068263917580e-01	   8.2650438140096782e-01	   8.7072449056958612e-01	   3.2059481427214598e+00	   3.2192625149906928e+00	   3.2327071318774916e+00	
   6.0999999999999999e-01	   7.2635180958604428e-01	   7.5037745711315162e-01	   7.7472781974072258e-01	   8.1831099672838903e-01	   8.6068383464564313e-01	   3.1479126499067811e+00	   3.1492393791640376e+00	   3.5216394609861621e+00	
   6.2000000000000000e-01	   7.1247498473856119e-01	   7.4392420571258100e-01	   7.7016370508125342e-01	   8.1693485455458492e-01	   8.6047222649078259e-01	   3.0923965971448935e+00	   3.4225316747817689e+00	   3.4654588679997960e+00	
   6.3000000000000000e-01	   6.9560622923582294e-01	   7.3600311459876799e-01	   7.6524426572569804e-01	   8.1428308584305520e-01	   8.5930947793464074e-01	   3.3294915449668325e+00	   3.3665457201207816e+00	   3.4029315195832743e+00	
   6.4000000000000001e-01	   6.8091891065677934e-01	   7.2858284611475632e-01	   7.6060521390533453e-01	   8.0968500658524956e-01	   8.5566143569165587e-01	   3.2787335977146266e+00	   3.3068981555462966e+00	   3.3349629958771039e+00	
   6.5000000000000002e-01	   6.8728348477285106e-01	   7.2999528013848702e-01	   7.5841352406804630e-01	   8.0533990994603422e-01	   8.4978150453030898e-01	   3.2269138004153279e+00	   3.2449823546566101e+00	   3.2631925818841374e+00	
   6.6000000000000003e-01	   6.9368625855810118e-01	   7.3169632221987457e-01	   7.5494556329500861e-01	   7.9948848899846892e-01	   8.4157290054892120e-01	   3.1752808134489516e+00	   3.1825553273534113e+00	   3.5129561647046592e+00	
   6.7000000000000004e-01	   6.9264589907283503e-01	   7.3023189428043933e-01	   7.5097070169825164e-01	   7.9461132949409796e-01	   8.3550161202685491e-01	   3.1251027108692639e+00	   3.4203074920275793e+00	   3.4637919407379760e+00	
   6.7999999999999994e-01	   6.7569817346166960e-01	   7.2148963135025523e-01	   7.4793996699823218e-01	   7.9249762772060972e-01	   8.3570805555595362e-01	   3.3327815258197431e+00	   3.3713578473996471e+00	   3.4091677932720486e+00	
   6.8999999999999995e-01	   6.5871991776283423e-01	   7.1230196881449714e-01	   7.4474596702968365e-01	   7.8840500169418704e-01	   8.3375222636685642e-01	   3.2882927838375968e+00	   3.3190839856126724e+00	   3.3496928406904769e+00	
   6.9999999999999996e-01	   6.5448594447284192e-01	   7.0940311733821093e-01	   7.4157917070022294e-01	   7.8439044878268305e-01	   8.2949930120279025e-01	   3.2426010100284608e+00	   3.2644840857248676e+00	   3.2864946554336267e+00	
   7.0999999999999996e-01	   6.6097946302723765e-01	   7.1202078051582585e-01	   7.3862115930972849e-01	   7.8051453666394333e-01	   8.2316862829296822e-01	   3.1966507770950510e+00	   3.2088516132567313e+00	   3.5036456316117892e+00	
   7.1999999999999997e-01	   6.6746636455445685e-01	   7.1489393020571812e-01	   7.3603830422949046e-01	   7.7549425115546833e-01	   8.1487131561997317e-01	   3.1514408172528237e+00	   3.4165140119771547e+00	   3.4603626246094490e+00	
   7.2999999999999998e-01	   6.5599684825973081e-01	   7.0821501669184006e-01	   7.3359573183324878e-01	   7.7261395365247121e-01	   8.1383318465743670e-01	   3.3337537287229062e+00	   3.3734676609195251e+00	   3.4123440086275032e+00	
   7.3999999999999999e-01	   6.3906059305103435e-01	   6.9842016722018119e-01	   7.3052498898066165e-01	   7.6897396624050707e-01	   8.1297113352695849e-01	   3.2945781572933841e+00	   3.3274219404285814e+00	   3.3600106153352205e+00	
   7.5000000000000000e-01	   6.2214328071129577e-01	   6.8825982160515442e-01	   7.2671212287790932e-01	   7.6366142391152558e-01	   8.0976210962159989e-01	   3.2541587473726015e+00	   3.2791069824770327e+00	   3.3041550684385252e+00	
   7.6000000000000001e-01	   6.2839358943164658e-01	   6.9162460341512177e-01	   7.2514678256907283e-01	   7.6146794232862935e-01	   8.0540419509993821e-01	   3.2132181322939761e+00	   3.2294861194993572e+00	   3.4939001150850180e+00	
   7.7000000000000002e-01	   6.3484982784300303e-01	   6.9519406682409768e-01	   7.2383277060996976e-01	   7.5824539030935612e-01	   7.9929722021410765e-01	   3.1725425485104295e+00	   3.4115490148415306e+00	   3.4556071013919851e+00	
   7.8000000000000003e-01	   6.3632001735030264e-01	   6.9588317301087976e-01	   7.2223906481328692e-01	   7.5458033293208338e-01	   3.1349007650233727e+00	   3.3329623867639508e+00	   3.3735101917913344e+00	   3.4131747186270021e+00	
   7.9000000000000004e-01	   6.1948592490619270e-01	   6.8555708692726791e-01	   7.1820650006935038e-01	   7.5113945008531469e-01	   3.1057234493011761e+00	   3.2983260612073000e+00	   3.3327699615622413e+00	   3.3669007282902053e+00	
   8.0000000000000004e-01	   6.0270595701352370e-01	   6.7495207489938014e-01	   7.1359938399248357e-01	   7.4621938463367299e-01	   7.9112411613571976e-01	   3.2624605751533737e+00	   3.2898729495819170e+00	   3.3173538636437252e+00	
   8.1000000000000005e-01	   5.9605701954478119e-01	   6.7071955239519054e-01	   7.1062025888671998e-01	   7.4240889130132004e-01	   7.8754831528170022e-01	   3.2259256268642655e+00	   3.2455461358015114e+00	   3.4838622619794619e+00	
   8.2000000000000006e-01	   6.0241528465787486e-01	   6.7487695835489747e-01	   7.1042758036802778e-01	   7.4072834387294983e-01	   3.1782165572058547e+00	   3.1893427148921267e+00	   3.4057069313927508e+00	   3.4498471960329629e+00	
   8.3000000000000007e-01	   6.0869914657220792e-01	   6.7919180906265064e-01	   7.1049848022569406e-01	   7.3829706449969967e-01	   3.1505878545172417e+00	   3.3308204767362386e+00	   3.3719567927188625e+00	   3.4121877898984039e+00	
